Student_ID,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income,Stress_Level,Sleep_Hours,Attendance_Percentage,Teacher_Quality,Learning_Style,Motivation_Level
189,88.3,85.7,78.6,73.2,72.0,89.4,81.2,B,23.1,Yes,No,Master's,Low,Medium,8.4,63.6,Average,Auditory,Medium
190,70.5,71.0,76.1,84.1,84.3,80.2,77.7,C,7.3,No,No,None,High,High,6.2,89.9,Poor,Reading/Writing,Medium
191,100,99.0,93.9,94.8,100,90.2,96.3,A,29.1,No,No,PhD,Low,High,7.8,88.3,Average,Auditory,Medium
192,83.3,79.5,76.8,85.0,88.5,72.9,81.0,B,25.3,Yes,No,PhD,High,High,7.2,62.1,Good,Auditory,Medium
193,98.7,89.5,89.9,100,90.3,91.4,93.3,A,22.7,No,Yes,High School,Low,Low,6.5,89.1,Excellent,Visual,Low
194,95.1,86.7,99.7,86.1,96.6,88.4,92.1,A,21.9,Yes,Yes,High School,High,Medium,5.4,77.4,Excellent,Kinesthetic,Low
195,67.0,56.4,55.1,67.9,68.0,65.3,63.3,D,2.8,No,Yes,High School,High,High,5.1,82.0,Poor,Auditory,High
196,83.6,76.8,72.9,79.7,79.3,74.9,77.9,C,21.2,Yes,No,High School,High,Low,8.0,67.8,Excellent,Auditory,Medium
197,88.7,100,100,100,93.0,100,97.0,A,29.6,Yes,Yes,High School,Medium,Low,8.7,81.0,Average,Visual,Medium
198,60.6,61.5,62.2,61.2,62.2,56.8,60.8,D,3.4,Yes,Yes,Bachelor's,High,Low,5.0,85.4,Good,Reading/Writing,Medium
199,100,100,95.1,92.9,100,100,98.0,A,23.9,No,Yes,PhD,Medium,High,5.8,95.2,Excellent,Auditory,Medium
200,96.2,83.2,87.9,81.0,88.0,89.5,87.6,B,21.9,Yes,No,None,Low,Medium,5.8,93.2,Average,Reading/Writing,Low
201,86.3,88.3,71.3,84.1,81.8,76.3,81.4,B,11.8,No,Yes,Bachelor's,High,Low,6.1,90.7,Average,Visual,Low
202,70.2,61.6,77.2,77.7,75.9,66.5,71.5,C,8.1,No,No,Master's,Medium,Medium,7.8,79.0,Good,Kinesthetic,High
203,85.8,80.3,82.2,87.4,80.6,73.0,81.6,B,23.7,Yes,Yes,PhD,Medium,High,6.1,67.3,Good,Reading/Writing,Medium
204,100,100,100,98.4,100,93.7,98.7,A,27.3,No,Yes,Master's,High,High,8.9,90.6,Poor,Auditory,Low
205,82.6,78.7,81.9,75.0,85.9,69.7,79.0,C,10.4,Yes,Yes,Bachelor's,High,Medium,8.2,90.7,Excellent,Reading/Writing,High
206,61.5,59.2,72.0,70.5,64.5,55.6,63.9,D,7.3,No,No,High School,Low,Low,4.5,87.2,Poor,Reading/Writing,High
207,77.3,80.9,74.6,80.1,84.5,84.2,80.3,B,17.4,No,Yes,None,Low,Low,6.5,67.9,Good,Auditory,Low
208,94.9,92.6,100,92.8,96.4,100,96.1,A,18.1,No,No,PhD,Low,Low,8.3,93.4,Poor,Auditory,Low
209,68.3,56.1,61.0,54.9,70.8,67.2,63.1,D,8.1,No,No,Master's,Medium,Medium,7.9,79.5,Good,Auditory,Medium
210,69.0,77.2,70.6,81.0,70.5,76.1,74.1,C,16.4,No,Yes,Bachelor's,Low,Low,8.3,81.5,Poor,Visual,High
211,100,100,92.4,97.7,100,100,98.3,A,28.1,Yes,No,PhD,Low,Medium,5.5,99.5,Average,Visual,Low
212,100,100,100,100,100,100,100.0,A,26.3,Yes,No,None,High,Medium,7.6,85.4,Good,Kinesthetic,High
213,45.4,52.1,43.1,41.3,59.8,51.8,48.9,F,4.7,Yes,Yes,High School,Low,Medium,5.9,68.9,Poor,Kinesthetic,Medium
214,59.8,65.6,56.4,62.5,70.4,72.6,64.5,D,7.0,No,Yes,PhD,Medium,Low,5.6,93.6,Good,Reading/Writing,High
215,64.4,67.5,64.2,69.3,68.2,66.4,66.7,D,22.9,Yes,No,None,Medium,High,6.1,65.1,Good,Reading/Writing,Medium
216,81.5,81.0,80.3,68.6,81.9,66.2,76.6,C,7.1,Yes,Yes,High School,High,High,6.7,84.1,Excellent,Visual,Low
217,77.6,74.1,84.0,66.4,72.9,76.2,75.2,C,22.3,No,No,Master's,Medium,High,8.3,61.8,Average,Auditory,Low
218,77.8,78.1,68.0,81.7,79.3,75.1,76.7,C,16.7,No,Yes,None,High,Medium,6.4,60.1,Average,Auditory,High
219,95.7,91.2,89.7,80.0,97.8,95.7,91.7,A,21.4,No,No,Master's,Medium,Medium,5.2,79.3,Average,Kinesthetic,High
220,50.3,53.1,55.4,39.9,42.9,45.1,47.8,F,8.4,Yes,No,High School,High,High,5.9,66.1,Excellent,Visual,Medium
221,59.7,70.1,69.4,58.4,64.5,64.9,64.5,D,9.8,No,No,Bachelor's,Medium,Low,4.3,66.8,Good,Visual,Low
222,64.8,54.1,68.2,51.4,64.4,65.0,61.3,D,3.5,Yes,Yes,High School,High,Medium,5.6,71.2,Poor,Visual,Low
223,77.2,72.7,72.5,73.7,84.7,74.4,75.9,C,14.9,Yes,Yes,None,Medium,High,5.7,72.8,Poor,Kinesthetic,High
224,87.5,84.4,95.4,86.8,81.1,87.4,87.1,B,12.4,Yes,No,PhD,High,High,5.4,99.5,Average,Auditory,Medium
225,47.2,58.9,45.2,46.7,44.7,62.5,50.9,F,7.4,No,No,None,Low,Medium,8.2,62.0,Excellent,Visual,Low
226,75.6,74.9,85.6,84.7,86.9,75.6,80.6,B,19.7,No,Yes,None,High,Medium,6.7,87.9,Good,Kinesthetic,Medium
227,52.9,45.4,54.7,52.2,49.3,50.0,50.8,F,7.5,Yes,Yes,High School,High,High,6.5,71.6,Excellent,Visual,Medium
228,100,100,100,92.9,100,90.2,97.2,A,26.9,No,Yes,Master's,Medium,Low,4.0,82.6,Good,Auditory,Low
229,51.1,47.4,46.3,36.5,38.2,49.5,44.8,F,1.6,No,No,High School,High,Medium,8.0,76.2,Excellent,Kinesthetic,High
230,83.0,80.9,90.3,79.6,95.2,94.6,87.3,B,20.6,No,No,High School,Low,Low,6.2,73.0,Excellent,Visual,High
231,89.5,73.8,76.8,80.6,89.4,83.1,82.2,B,9.1,No,No,Bachelor's,Low,High,8.9,97.4,Poor,Visual,Medium
232,64.7,72.8,62.1,62.5,75.7,77.4,69.2,D,13.7,Yes,Yes,High School,High,Low,7.8,83.1,Excellent,Reading/Writing,Medium
233,83.3,91.4,82.7,78.7,96.8,85.4,86.4,B,17.2,No,No,None,Low,Low,5.4,85.0,Poor,Kinesthetic,Medium
234,49.6,55.3,43.5,58.3,48.4,51.4,51.1,F,2.9,Yes,Yes,Master's,Low,Medium,6.3,71.1,Good,Auditory,Medium
235,66.1,66.7,55.7,69.8,61.3,66.9,64.4,D,5.9,Yes,No,High School,Medium,Low,5.1,91.2,Average,Kinesthetic,Medium
236,94.3,92.5,100,94.2,91.2,100,95.4,A,24.1,No,Yes,Bachelor's,Medium,High,8.1,90.4,Excellent,Visual,High
237,88.4,76.3,74.3,81.6,79.2,84.6,80.7,B,18.7,No,No,None,Low,Low,8.2,75.0,Poor,Auditory,Medium
238,84.7,77.3,89.6,87.8,82.1,77.0,83.1,B,25.8,No,Yes,Bachelor's,Low,Medium,5.8,66.5,Excellent,Kinesthetic,High
239,47.6,53.9,54.4,54.5,50.5,54.1,52.5,F,5.4,Yes,No,High School,Low,Medium,7.5,61.0,Excellent,Auditory,Medium
240,70.5,55.9,68.2,72.1,69.3,66.8,67.1,D,9.4,No,No,PhD,Low,Low,5.5,73.5,Good,Visual,Medium
241,93.5,100,91.4,95.2,95.8,100,96.0,A,29.1,No,Yes,None,High,Medium,5.0,77.8,Poor,Visual,High
242,98.7,100,100,100,100,100,99.8,A,23.7,No,No,Bachelor's,High,High,4.2,93.1,Good,Visual,Medium
243,88.3,73.7,85.4,80.3,78.6,87.1,82.2,B,13.5,No,Yes,High School,Medium,Low,6.7,95.2,Good,Reading/Writing,Medium
244,73.6,63.4,68.1,60.7,71.0,71.4,68.0,D,21.8,Yes,Yes,Master's,Medium,Low,5.5,62.8,Poor,Auditory,Medium
245,83.3,72.7,74.2,83.7,69.4,81.0,77.4,C,12.0,Yes,No,Bachelor's,Medium,Low,7.8,76.3,Excellent,Reading/Writing,Medium
246,77.4,75.9,79.5,91.3,74.9,92.8,82.0,B,16.5,No,Yes,Bachelor's,Low,High,7.3,89.8,Excellent,Reading/Writing,Low
247,65.0,70.6,61.3,78.7,81.2,62.0,69.8,D,7.7,Yes,No,None,Low,High,7.8,97.1,Average,Reading/Writing,High
248,80.1,82.4,82.2,83.4,91.8,90.4,85.1,B,21.7,Yes,No,Master's,Medium,High,8.5,80.4,Average,Kinesthetic,Low
249,63.0,54.9,61.8,51.1,66.6,51.5,58.1,F,9.7,Yes,Yes,Master's,High,High,6.3,75.4,Excellent,Reading/Writing,Low
250,42.3,37.2,46.1,40.8,40.7,42.1,41.5,F,1.2,Yes,Yes,Master's,High,Medium,6.1,71.7,Good,Visual,Low
251,66.7,75.8,75.8,63.9,58.8,59.5,66.8,D,13.6,No,No,High School,Medium,Low,8.6,68.1,Excellent,Reading/Writing,High
252,75.6,69.8,71.8,75.4,84.4,71.2,74.7,C,23.5,Yes,Yes,High School,Low,Medium,5.1,80.1,Poor,Auditory,High
253,100,95.6,99.9,100,90.2,99.4,97.5,A,29.7,No,Yes,High School,Medium,Low,5.8,89.0,Excellent,Kinesthetic,High
254,73.7,66.6,63.2,77.9,80.3,74.0,72.6,C,23.1,No,Yes,PhD,Low,Low,6.0,65.2,Average,Auditory,High
255,88.9,86.9,90.9,86.6,94.9,90.7,89.8,B,27.6,No,No,PhD,High,High,9.0,84.3,Good,Visual,High
256,85.7,79.9,87.1,82.1,81.6,80.8,82.9,B,14.5,Yes,No,None,Low,Medium,6.5,79.7,Good,Kinesthetic,Low
257,76.6,66.2,78.7,61.1,73.6,77.2,72.2,C,11.5,No,No,PhD,High,High,4.1,72.9,Excellent,Reading/Writing,Low
258,60.6,58.1,67.4,61.0,64.0,74.5,64.3,D,5.0,No,Yes,Bachelor's,High,Low,8.4,78.4,Good,Reading/Writing,Medium
259,51.7,45.0,53.8,53.6,51.5,52.0,51.3,F,1.1,No,Yes,PhD,Low,High,6.2,69.4,Excellent,Visual,Medium
260,94.6,99.7,100,100,92.2,100,97.8,A,22.2,No,No,High School,Low,High,7.9,95.5,Average,Reading/Writing,High
261,93.3,93.5,82.9,92.7,81.6,85.7,88.3,B,18.2,Yes,Yes,High School,Low,Medium,6.4,99.2,Good,Visual,Low
262,65.9,66.4,68.2,58.1,77.1,75.3,68.5,D,9.2,Yes,Yes,Bachelor's,Medium,Low,4.5,89.6,Average,Kinesthetic,High
263,85.6,77.1,79.8,84.7,92.4,80.2,83.3,B,19.5,Yes,No,Bachelor's,Low,Low,6.2,80.9,Good,Reading/Writing,Low
264,73.2,86.7,76.6,71.2,81.3,86.9,79.3,C,7.6,No,Yes,Master's,Medium,High,4.1,92.7,Poor,Auditory,Low
265,50.0,62.7,47.5,64.3,48.8,61.7,55.8,F,5.6,Yes,No,PhD,Medium,Low,7.4,81.2,Good,Auditory,High
266,70.1,77.1,72.2,65.3,65.3,77.5,71.2,C,12.0,Yes,Yes,None,High,Medium,5.9,69.8,Excellent,Visual,High
267,83.5,78.4,89.8,81.2,77.9,71.5,80.4,B,25.2,No,Yes,PhD,Low,Medium,5.0,61.8,Poor,Reading/Writing,Low
268,58.5,61.8,61.7,55.4,63.1,52.8,58.9,F,9.2,No,No,Bachelor's,Medium,Low,6.6,69.4,Average,Reading/Writing,Medium
269,83.9,76.1,81.2,79.6,87.7,73.5,80.3,B,17.6,No,No,None,Medium,Low,5.7,96.5,Average,Visual,Low
270,76.6,70.9,61.6,78.5,69.7,66.5,70.6,C,12.2,Yes,No,High School,Low,Low,5.0,82.1,Good,Reading/Writing,Low
271,53.6,58.5,49.9,42.4,52.3,56.0,52.1,F,6.8,Yes,No,High School,Low,Medium,7.2,73.7,Average,Reading/Writing,High
272,61.0,69.6,77.7,64.4,76.3,68.1,69.5,D,7.6,No,No,High School,Medium,High,5.2,96.3,Excellent,Reading/Writing,Low
273,87.2,81.6,74.5,81.1,79.4,86.7,81.7,B,19.6,Yes,No,None,Low,Medium,4.8,97.6,Good,Visual,High
274,71.8,67.6,59.1,73.2,65.8,67.8,67.5,D,3.9,Yes,No,High School,Low,Medium,8.6,82.2,Average,Kinesthetic,Medium
275,81.7,84.1,74.4,85.4,72.9,70.3,78.1,C,21.8,Yes,Yes,None,High,High,4.5,82.3,Good,Reading/Writing,Low
276,76.4,74.6,72.0,77.6,81.2,79.8,76.9,C,13.9,Yes,No,Bachelor's,High,High,4.3,98.1,Average,Reading/Writing,High
277,67.2,64.6,62.6,67.3,62.7,74.5,66.5,D,13.3,No,No,None,High,Medium,7.1,63.4,Excellent,Auditory,High
278,88.3,95.9,91.5,89.9,93.3,83.5,90.4,A,21.4,Yes,Yes,None,Medium,High,8.9,84.2,Good,Kinesthetic,Medium
279,65.6,72.9,75.6,81.8,73.4,72.2,73.6,C,15.8,No,Yes,Bachelor's,Medium,Medium,8.5,89.8,Average,Reading/Writing,High
280,72.0,66.1,60.9,73.6,71.0,61.7,67.5,D,12.4,Yes,No,High School,Medium,Medium,7.4,95.0,Average,Kinesthetic,Medium
281,76.6,77.8,68.5,70.4,63.8,63.7,70.1,C,13.4,No,Yes,Bachelor's,Low,Low,7.0,79.7,Good,Auditory,Low
282,96.3,83.9,95.8,89.5,80.7,96.2,90.4,A,22.8,No,Yes,Bachelor's,High,Medium,6.9,79.4,Average,Reading/Writing,Medium
283,88.3,83.0,70.7,88.1,77.0,82.4,81.6,B,22.1,Yes,Yes,High School,Low,Low,8.9,77.9,Average,Kinesthetic,Medium
284,85.4,75.1,84.9,74.1,85.0,75.4,80.0,B,9.5,Yes,Yes,Master's,Medium,Low,4.3,94.7,Good,Reading/Writing,Medium
285,71.7,69.3,68.8,63.2,64.2,68.0,67.5,D,9.3,No,Yes,PhD,Low,Low,6.4,71.3,Average,Visual,High
286,99.2,100,99.6,100,100,91.6,98.4,A,21.8,Yes,No,High School,Medium,Low,4.0,97.5,Excellent,Visual,Low
287,84.6,77.1,69.7,84.9,84.3,70.6,78.5,C,23.5,No,Yes,PhD,High,Medium,6.5,65.6,Good,Reading/Writing,High
288,58.4,46.8,46.4,60.0,62.2,62.8,56.1,F,7.3,No,No,High School,Medium,High,4.2,67.7,Poor,Visual,Low
289,99.1,100,100,100,93.4,91.8,97.4,A,27.0,Yes,Yes,PhD,High,High,7.6,85.4,Good,Reading/Writing,Low
290,44.0,50.2,41.1,46.4,43.8,42.8,44.7,F,2.0,Yes,No,Master's,Medium,High,6.4,71.5,Poor,Reading/Writing,High
291,82.5,75.1,79.9,81.4,79.9,74.0,78.8,C,20.0,Yes,Yes,Master's,Medium,Low,7.5,82.4,Good,Visual,Low
292,64.0,70.0,80.1,70.4,62.4,79.0,71.0,C,5.8,No,No,PhD,Low,Low,6.4,94.3,Average,Visual,High
293,65.3,73.6,68.0,76.3,63.3,67.3,69.0,D,16.9,No,No,PhD,Low,Low,8.7,65.8,Poor,Auditory,Medium
294,73.6,72.9,66.6,64.0,68.7,65.8,68.6,D,21.1,No,No,Master's,Medium,Low,5.9,61.0,Good,Kinesthetic,High
295,65.6,64.4,73.0,56.1,65.5,62.0,64.4,D,4.8,No,Yes,High School,Low,Low,6.8,86.5,Poor,Auditory,Medium
296,99.4,100,92.8,99.4,100,96.5,98.0,A,25.0,Yes,Yes,PhD,Low,High,4.1,93.0,Average,Reading/Writing,Medium
297,58.9,66.2,55.7,54.4,60.2,67.0,60.4,D,6.6,Yes,No,Bachelor's,High,High,5.1,80.7,Good,Kinesthetic,Low
298,90.2,86.2,86.7,94.7,86.1,83.6,87.9,B,19.5,No,Yes,High School,Low,Low,4.2,94.6,Average,Reading/Writing,Low
299,99.6,94.9,100,100,90.1,95.2,96.6,A,23.3,No,Yes,PhD,Low,High,6.7,98.5,Excellent,Auditory,Low
300,97.2,89.0,95.6,83.6,100,84.6,91.7,A,25.0,Yes,No,None,Low,Medium,5.8,73.7,Poor,Auditory,Low
301,79.3,78.7,74.2,64.3,69.5,74.3,73.4,C,9.4,No,Yes,Bachelor's,High,Medium,4.1,86.7,Good,Auditory,Medium
302,62.2,69.9,67.0,74.1,56.7,66.5,66.1,D,22.5,Yes,Yes,Master's,Low,High,5.9,60.9,Average,Kinesthetic,High
303,47.7,60.9,61.8,60.6,57.6,61.4,58.3,F,3.3,Yes,Yes,Master's,High,Low,4.7,78.3,Average,Visual,Low
304,53.9,49.5,49.8,47.8,49.1,55.9,51.0,F,2.6,Yes,Yes,High School,Low,Low,4.1,80.4,Average,Reading/Writing,High
305,75.7,78.9,75.7,88.8,90.4,88.5,83.0,B,24.5,Yes,Yes,Master's,Low,Low,7.8,76.3,Poor,Visual,High
306,64.8,55.0,64.9,51.8,55.5,68.3,60.1,D,2.7,No,No,Master's,Medium,High,7.9,77.1,Good,Visual,Low
307,100,93.3,100,90.2,93.9,100,96.2,A,27.5,Yes,No,Bachelor's,High,High,5.2,94.4,Poor,Kinesthetic,High
308,94.9,98.7,82.3,83.8,88.6,90.0,89.7,B,26.4,Yes,Yes,Master's,Medium,High,8.0,86.5,Poor,Kinesthetic,Low
309,61.7,60.5,70.6,68.1,54.8,53.7,61.6,D,6.0,No,Yes,None,Low,High,6.4,93.9,Average,Auditory,Medium
310,85.2,78.5,84.8,92.8,83.0,89.2,85.6,B,25.7,No,No,None,Medium,High,4.7,67.4,Average,Reading/Writing,Low
311,94.5,91.5,100,88.5,89.1,94.0,92.9,A,21.5,Yes,Yes,Master's,High,High,6.4,97.3,Poor,Visual,Low
312,69.1,67.7,60.3,52.0,54.3,68.1,61.9,D,3.5,Yes,No,High School,Medium,Medium,5.5,84.1,Excellent,Auditory,High
313,98.0,100,94.8,97.8,93.1,100,97.3,A,23.6,No,Yes,Bachelor's,High,High,6.5,91.2,Poor,Auditory,Low
314,100,95.1,94.7,100,95.3,92.9,96.3,A,29.4,No,Yes,None,High,High,7.8,77.8,Poor,Visual,Low
315,96.3,94.5,92.6,100,96.9,97.7,96.3,A,28.1,No,Yes,PhD,High,High,5.8,89.6,Good,Visual,Medium
316,80.8,79.8,81.8,71.2,71.8,73.1,76.4,C,13.9,Yes,No,High School,Medium,High,7.0,76.6,Excellent,Kinesthetic,High
317,67.1,69.2,72.8,64.7,73.1,74.6,70.2,C,7.4,Yes,Yes,Master's,Low,Low,8.3,88.8,Good,Kinesthetic,Medium
318,72.0,67.8,73.4,73.8,67.6,69.6,70.7,C,16.2,Yes,Yes,Bachelor's,Medium,High,5.3,84.9,Average,Visual,Low
319,70.3,73.9,59.5,70.6,68.8,73.9,69.5,D,18.2,No,No,Master's,Low,High,4.3,65.1,Average,Kinesthetic,Medium
320,94.7,100,100,100,100,98.5,98.9,A,27.1,Yes,No,High School,High,High,7.5,98.3,Average,Reading/Writing,Low
321,74.5,85.7,84.3,69.4,74.5,78.4,77.8,C,7.6,No,Yes,High School,Low,Medium,5.5,89.7,Average,Visual,High
322,67.8,78.4,83.9,66.4,84.0,82.9,77.2,C,23.6,No,Yes,None,Medium,Low,5.3,61.7,Good,Auditory,Medium
323,46.5,50.8,44.9,46.5,47.3,48.8,47.5,F,1.6,Yes,Yes,PhD,Medium,Medium,4.8,65.9,Excellent,Reading/Writing,Medium
324,77.8,85.4,85.8,81.6,80.2,91.0,83.6,B,15.2,Yes,No,None,High,High,8.1,79.2,Poor,Auditory,Medium
325,95.4,100,90.8,100,100,100,97.7,A,26.0,Yes,No,PhD,Low,Low,6.6,96.8,Average,Visual,Low
326,82.7,77.0,75.1,83.7,78.2,78.1,79.1,C,13.5,Yes,Yes,None,High,High,9.0,86.7,Excellent,Kinesthetic,High
327,62.6,62.7,54.8,72.6,65.7,71.9,65.1,D,14.1,Yes,Yes,High School,Medium,Medium,7.9,80.2,Excellent,Reading/Writing,Low
328,84.5,88.7,93.3,93.4,87.3,83.0,88.4,B,17.7,No,No,Bachelor's,Medium,Low,5.8,79.3,Excellent,Visual,Low
329,64.4,67.5,62.3,72.3,71.3,65.7,67.2,D,19.4,Yes,No,None,Low,Medium,8.1,60.6,Excellent,Auditory,Low
330,57.6,55.6,56.9,58.2,56.9,60.6,57.6,F,6.3,No,No,Master's,Medium,Medium,7.3,73.6,Average,Visual,High
331,77.8,67.3,63.8,75.9,67.3,63.6,69.3,D,12.2,No,Yes,Master's,High,High,7.4,73.1,Poor,Reading/Writing,High
332,75.5,72.8,63.7,74.3,69.1,64.6,70.0,C,8.9,No,No,Bachelor's,Low,High,7.9,98.7,Average,Visual,Low
333,94.5,85.8,89.0,91.0,88.4,91.8,90.1,A,23.6,No,Yes,Master's,Medium,Low,8.8,73.1,Excellent,Visual,High
334,75.1,72.3,70.1,66.7,61.3,72.5,69.7,D,8.4,No,Yes,PhD,High,Low,4.1,72.6,Good,Auditory,High
335,55.7,68.0,66.6,55.5,57.6,58.6,60.3,D,8.5,Yes,No,PhD,Low,Medium,7.8,64.5,Excellent,Reading/Writing,Low
336,66.2,74.0,78.1,79.1,77.5,62.8,73.0,C,22.7,No,No,None,Medium,High,4.9,63.1,Poor,Kinesthetic,Medium
337,51.8,61.5,51.6,48.0,54.1,51.2,53.0,F,3.0,Yes,Yes,High School,Medium,Low,7.0,79.9,Poor,Kinesthetic,Low
338,50.3,40.4,56.7,56.6,40.3,46.2,48.4,F,1.6,Yes,Yes,High School,High,Medium,7.1,67.5,Poor,Auditory,High
339,56.7,67.7,56.8,66.3,63.5,52.7,60.6,D,11.3,Yes,No,High School,Low,Medium,7.2,79.0,Good,Kinesthetic,Low
340,54.8,58.6,57.5,67.8,63.9,53.1,59.3,F,13.0,No,No,Bachelor's,Low,Medium,8.5,64.3,Poor,Visual,Medium
341,67.8,59.5,67.6,60.0,64.7,68.7,64.7,D,4.5,No,No,Bachelor's,High,Medium,5.5,88.0,Good,Kinesthetic,Medium
342,80.3,81.8,92.4,88.0,86.8,81.8,85.2,B,29.1,Yes,Yes,None,Low,High,6.6,70.7,Good,Visual,High
343,93.1,98.7,95.0,90.6,96.3,100,95.6,A,23.8,No,No,PhD,High,High,9.0,80.6,Average,Auditory,Low
344,85.0,90.4,89.6,83.1,89.5,91.3,88.1,B,21.5,No,Yes,Bachelor's,High,Medium,5.5,92.7,Average,Reading/Writing,High
345,65.8,67.5,69.7,72.1,64.4,73.2,68.8,D,3.0,No,No,Bachelor's,Medium,High,6.7,96.0,Poor,Visual,High
346,82.3,71.4,77.5,80.6,78.5,73.2,77.2,C,20.5,No,No,None,Medium,Low,7.7,86.7,Average,Visual,Low
347,72.1,82.0,81.0,71.9,70.9,83.6,76.9,C,19.0,Yes,Yes,None,Low,Medium,7.6,65.7,Poor,Visual,High
348,69.6,72.1,72.2,67.0,68.6,70.8,70.0,C,16.7,No,No,PhD,High,Medium,7.0,88.1,Excellent,Auditory,Low
349,79.2,92.3,87.0,91.3,76.1,87.5,85.6,B,14.7,No,No,Master's,High,Low,8.8,97.8,Average,Auditory,Medium
350,85.6,85.1,74.0,72.3,68.3,81.2,77.8,C,13.6,No,Yes,PhD,Medium,High,4.1,75.9,Poor,Kinesthetic,High
351,72.5,69.9,79.3,73.6,67.6,72.1,72.5,C,14.8,No,No,Bachelor's,Low,High,8.3,94.3,Average,Auditory,Low
352,51.5,56.8,56.2,59.1,54.9,49.1,54.6,F,3.1,No,No,None,Low,Medium,6.8,66.0,Excellent,Visual,Medium
353,77.4,86.3,76.0,73.5,74.9,86.6,79.1,C,21.4,No,Yes,Master's,Low,High,7.8,89.7,Excellent,Auditory,High
354,56.8,57.3,53.7,55.0,51.0,48.6,53.7,F,1.6,Yes,No,Bachelor's,High,Medium,8.2,76.4,Excellent,Visual,Low
355,72.7,64.0,67.0,64.8,71.1,60.2,66.6,D,3.1,No,Yes,None,High,Low,6.0,91.4,Average,Auditory,Low
356,100,96.5,94.3,96.2,93.1,91.4,95.2,A,29.0,No,No,Master's,High,High,6.1,100.0,Good,Visual,Medium
357,85.1,87.7,96.5,96.6,80.2,78.1,87.4,B,22.3,Yes,No,PhD,Medium,High,6.1,81.6,Good,Kinesthetic,Medium
358,59.1,57.9,57.0,51.8,53.9,51.8,55.2,F,12.1,Yes,No,Bachelor's,Low,Low,5.5,67.7,Good,Kinesthetic,Low
359,79.9,79.2,83.0,80.1,81.8,82.5,81.1,B,16.5,No,No,Master's,Medium,High,6.5,93.4,Good,Auditory,High
360,73.0,82.0,73.0,64.6,68.9,70.4,72.0,C,17.4,Yes,Yes,PhD,High,Low,6.5,72.5,Good,Auditory,Low
361,54.8,60.2,58.6,50.2,47.8,48.1,53.3,F,9.0,Yes,No,High School,Low,Medium,4.8,74.2,Good,Auditory,Low
362,100,94.1,100,100,100,100,99.0,A,21.4,Yes,No,Bachelor's,Low,Low,5.9,98.8,Excellent,Auditory,Medium
363,72.4,73.0,72.5,66.8,61.6,65.1,68.6,D,10.1,Yes,Yes,High School,Medium,Medium,4.4,78.4,Poor,Reading/Writing,High
364,50.2,51.1,42.8,45.3,50.4,48.2,48.0,F,2.4,Yes,No,Master's,High,Low,6.2,73.0,Good,Auditory,High
365,75.5,87.0,75.8,78.5,74.1,78.4,78.2,C,11.0,Yes,No,Master's,High,High,6.7,87.5,Excellent,Auditory,Low
366,46.6,41.8,40.6,42.9,36.7,32.6,40.2,F,4.8,Yes,No,PhD,Low,High,7.5,60.6,Excellent,Visual,Low
367,55.8,60.4,57.7,66.6,65.3,54.1,60.0,D,10.1,No,Yes,High School,High,Medium,8.5,72.2,Average,Kinesthetic,Low
368,61.1,59.4,61.3,66.9,58.3,69.2,62.7,D,18.9,No,No,Bachelor's,High,Medium,5.5,61.9,Good,Visual,High
369,95.3,86.2,96.6,81.3,96.4,82.6,89.7,B,25.1,No,Yes,None,Medium,Medium,5.8,85.2,Poor,Kinesthetic,Low
370,97.2,88.9,82.0,91.8,86.8,84.2,88.5,B,18.7,Yes,No,High School,High,Low,6.3,89.4,Poor,Visual,Low
371,70.1,69.7,76.6,77.5,79.4,80.8,75.7,C,9.5,Yes,No,Master's,Medium,Medium,5.4,95.2,Poor,Auditory,High
372,51.7,51.5,60.4,56.5,53.3,66.3,56.6,F,10.6,Yes,No,PhD,Low,Low,4.1,63.2,Poor,Reading/Writing,High
373,90.4,94.2,100,97.7,90.1,89.0,93.6,A,29.4,Yes,Yes,None,High,High,4.0,81.6,Average,Visual,Medium
374,72.5,67.7,69.2,82.2,76.7,65.7,72.3,C,3.8,No,Yes,Master's,High,Medium,7.0,92.3,Average,Reading/Writing,High
375,69.9,72.8,66.9,63.8,62.0,72.1,67.9,D,23.3,Yes,Yes,High School,Low,High,8.7,61.0,Poor,Auditory,Medium
376,89.5,100,99.6,93.3,99.4,94.7,96.1,A,26.4,Yes,No,Master's,High,Medium,8.2,97.3,Poor,Kinesthetic,Medium
377,79.3,86.6,79.6,94.2,75.4,86.0,83.5,B,26.8,Yes,Yes,Master's,High,Medium,5.3,82.5,Poor,Kinesthetic,Medium
378,95.9,95.6,97.0,90.7,88.6,81.9,91.6,A,27.5,No,No,Bachelor's,Medium,High,5.0,61.3,Good,Kinesthetic,High
379,43.2,48.7,55.4,48.9,49.8,58.1,50.7,F,4.3,Yes,No,Bachelor's,Medium,Low,7.0,77.6,Excellent,Reading/Writing,Medium
380,75.0,68.3,72.9,69.4,73.9,66.8,71.0,C,9.4,Yes,No,None,High,Medium,5.2,89.7,Average,Auditory,High
381,100,100,87.9,100,98.8,100,97.8,A,16.6,Yes,Yes,Master's,High,High,8.9,95.9,Excellent,Reading/Writing,Low
